video_id,class,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_z,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_z,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_z,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_z,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_z,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_z,LEFT_HEEL_x,LEFT_HEEL_y,LEFT_HEEL_z,RIGHT_HEEL_x,RIGHT_HEEL_y,RIGHT_HEEL_z,LEFT_FOOT_INDEX_x,LEFT_FOOT_INDEX_y,LEFT_FOOT_INDEX_z,RIGHT_FOOT_INDEX_x,RIGHT_FOOT_INDEX_y,RIGHT_FOOT_INDEX_z
cucanj1,cucanj,0.4998574903117715,-0.0119368915223851,-0.009025577455759,-0.4998574903117715,0.0119368915223851,0.009025577455759,0.3941815973461736,4.166261096461008,-0.0081408498808741,-0.475906695063631,4.07542709632853,0.0132546881213784,0.3320100243139305,7.81395673404318,0.1198829635977745,-0.2822999095335862,7.665017657715436,0.1412431821227073,0.2434396779624834,8.215436500153821,0.1246685683727264,-0.2196170259707703,8.128626072023653,0.1470370963215828,0.3598025922646219,8.894026373912732,-0.0043064667843282,-0.3459164082503739,8.89278912867826,0.0242931861430406
cucanj1,cucanj,0.4999984265463009,0.0012543728406364,-0.0089340046979486,-0.4999984265463009,-0.0012543728406364,0.0089340046979486,0.4015422565685061,4.058879898869549,-0.0066384691745042,-0.466051404401279,4.070323344906056,0.0106517043896019,0.3391891018516698,7.882620923018223,0.1042629485018551,-0.2721782124499321,7.766246960281285,0.1168714021332562,0.2679534592531691,8.282709826282794,0.1070042331703007,-0.1900556323746789,8.208647069261742,0.1201640074141323,0.3648317937491886,8.946956915035754,-0.0174987236969172,-0.3620447937880385,8.985522830879242,0.000862646207679
cucanj1,cucanj,0.4999280391286033,0.0084826701591965,-0.0087226536124944,-0.4999280391286033,-0.0084826701591965,0.0087226536124944,0.407693971507097,4.045870534643417,-0.0056503331288695,-0.4623116078865942,4.072633375006762,0.0080751841887831,0.3450932106629425,7.9263248383017135,0.1002445854246616,-0.2686819326943702,7.827118906025393,0.1113102100789547,0.2854935666452127,8.33142693618599,0.102668646723032,-0.180527488244935,8.262446080202091,0.1144016124308109,0.3681709408642629,8.987823574378677,-0.0214860644191503,-0.3694716809996595,9.036308967136105,-0.0045659500174224
cucanj1,cucanj,0.4999157944709632,0.0091759707097235,-0.007415106985718,-0.4999157944709632,-0.0091759707097235,0.007415106985718,0.4090920440894666,4.0401162224856675,-0.0046559129841625,-0.4595855608177951,4.061889734066219,0.0057097128592431,0.3467462853565469,7.928212660464524,0.1010552784428,-0.2672875402531354,7.845623788512042,0.117353974841535,0.2916403893397503,8.334510315264819,0.1039767628535628,-0.1772520990944974,8.272007921800322,0.1213544001802802,0.369742061399902,8.993050230793708,-0.0190731501206755,-0.3699384967599955,9.039914828925278,0.0003948843223042
cucanj1,cucanj,0.4999107070717759,0.0094490716473681,-0.00675756088458,-0.4999107070717759,-0.0094490716473681,0.00675756088458,0.4083828760633204,4.038263681362612,-0.0041221894789487,-0.4619590897454923,4.065054044044274,0.0051233831327408,0.3433734178156383,7.937439000325155,0.1042546250391751,-0.26924843006291,7.880876698246117,0.1174457662273198,0.2899989407335569,8.348723854158147,0.1077309541869908,-0.1757290140887053,8.30529698949075,0.121308869915083,0.3712272481974577,9.009989359167774,-0.017819135216996,-0.3761237112993339,9.067950282403988,0.0002253047132398
cucanj1,cucanj,0.4999089132133644,0.0095435051125286,-0.0066185828763991,-0.4999089132133644,-0.0095435051125286,0.0066185828763991,0.4047856187444137,4.0494854717124165,-0.0037286628503352,-0.4698961904596161,4.079658600380628,0.0056412399280816,0.3350607897962204,7.945120327119063,0.1058388741221278,-0.2768664295461667,7.91471952554,0.118741133948788,0.2824748153700051,8.356509753874247,0.1095145212020725,-0.1826984557855321,8.333117655880367,0.1226491273846477,0.3664317884385699,9.03017449314181,-0.0134277653414756,-0.3864657109973949,9.09353094856659,0.002238692715764
cucanj1,cucanj,0.49977695289219,0.0149330960553297,-0.0064773226622492,-0.49977695289219,-0.0149330960553297,0.0064773226622492,0.4093384424838665,4.032735748897697,-0.0038165438454598,-0.4812789902524337,4.08306967200589,0.0059771805536001,0.3238411775354598,7.9152320107065135,0.1113009101245552,-0.2862156252480244,7.909023746046686,0.1195640286896377,0.2709447436858749,8.326487806555718,0.1158380231354385,-0.1907342748882695,8.317464662672393,0.1235240495298057,0.3621571841059925,8.997010156355977,-0.0036547714844346,-0.3987758508596889,9.066001228377257,0.0045034463983029
cucanj1,cucanj,0.4998086666350284,0.0138310070679993,-0.0061012001242488,-0.4998086666350284,-0.0138310070679993,0.0061012001242488,0.4113080749552461,4.052829851541043,-0.0020654548425227,-0.4926556008464758,4.101602401217773,0.0082233024295419,0.3113191084875551,7.887924921491552,0.1218999947886914,-0.2943181250317097,7.893864463006337,0.1306847657542675,0.2583212173629292,8.29879603714673,0.1270199592690915,-0.1952483579206413,8.298876248772501,0.1356403257232159,0.3654852431294649,8.969572226339846,0.0063197233248502,-0.4113397714847848,9.03894622648084,0.0153809029143303
cucanj1,cucanj,0.4998476447308189,0.0123422873509362,-0.0035485058324411,-0.4998476447308189,-0.0123422873509362,0.0035485058324411,0.4094344813605442,4.0528052251552955,0.0001255281968042,-0.5014965503321326,4.094424453746921,0.0071519998600706,0.2976867881060837,7.848691676328501,0.1213837795658037,-0.3039328966920535,7.855293747328208,0.1295921289129182,0.2428763147039478,8.258110358632639,0.1260903858346864,-0.2057104854407036,8.258361853816258,0.1344124012393877,0.3855321211656695,8.92741513565584,0.0051595492986962,-0.4211212690854596,8.99495771394352,0.0139015129534527
cucanj1,cucanj,0.4998198216465354,0.0134218437342083,3.0569336558983196e-05,-0.4998198216465354,-0.0134218437342083,-3.0569336558983196e-05,0.4159280421332382,4.050025416545426,0.0017630225511311,-0.5069326387019696,4.091480945653778,0.0001812260043152,0.2841452351880363,7.855107602844492,0.118653759173867,-0.3196724463795173,7.876802503505796,0.1151131911201446,0.2245812954370545,8.26196461989803,0.1226787565274207,-0.2315362655291848,8.266883752311811,0.1191692499442069,0.3970291028465212,8.936957049812376,0.0039037662090777,-0.4341483688605054,8.999240615111429,-0.0020357041621537
